4772,0.0
14803,0.01
23146,0.02
23603,0.03
30509,0.04
32246,0.05
32975,0.06
35666,0.07
44262,0.08
45565,0.09
48475,0.1
52081,0.11
55539,0.12
57633,0.13
66392,0.14
72178,0.15
74452,0.16
83346,0.17
89009,0.18
111512,0.19
115749,0.2
123253,0.21
126104,0.22
131512,0.23
132165,0.24
159748,0.25
160030,0.26
172161,0.27
198276,0.28
229294,0.29
231968,0.3
243129,0.31
258169,0.32
265273,0.33
280529,0.34
292896,0.35
294134,0.36
297057,0.37
302364,0.38
312500,0.39
324056,0.4
348286,0.41
358140,0.42
360705,0.43
369502,0.44
397629,0.45
402352,0.46
407878,0.47
410081,0.48
413191,0.49
425354,0.5
443235,0.51
458164,0.52
470906,0.53
482806,0.54
487712,0.55
490983,0.56
507950,0.57
536171,0.58
547892,0.59
551620,0.6
552375,0.61
562131,0.62
563875,0.63
573771,0.64
600869,0.65
628129,0.66
630045,0.67
641662,0.68
645737,0.69
653666,0.7
662040,0.71
665858,0.72
699439,0.73
708548,0.74
722515,0.75
728105,0.76
730166,0.77
741886,0.78
767980,0.79
770884,0.8
780627,0.81
784245,0.82
786567,0.83
791672,0.84
801403,0.85
814035,0.86
821163,0.87
850656,0.88
853370,0.89
872446,0.9
877508,0.91
878036,0.92
881893,0.93
883896,0.94
890952,0.95
911915,0.96
919006,0.97
920872,0.98
923848,0.99
935413,1.0
935616,1.01
948165,1.02
955119,1.03
971790,1.04
987755,1.05
992236,1.06
1016380,1.07
1025884,1.08
1032514,1.09
1048250,1.1
1060215,1.11
1070161,1.12
1086840,1.13
1095391,1.14
1099818,1.15
1108268,1.16
1111553,1.17
1121036,1.18
1121215,1.19
1131900,1.2
1134826,1.21
1145277,1.22
1148219,1.23
1188935,1.24
1190583,1.25
1192938,1.26
1230478,1.27
1234896,1.28
1240145,1.29
1240928,1.3
1244317,1.31
1250912,1.32
1251101,1.33
1271789,1.34
1275340,1.35
1277228,1.36
1307830,1.37
1315317,1.38
1320382,1.39
1328275,1.4
1328972,1.41
1332380,1.42
1353420,1.43
1368937,1.44
1375114,1.45
1381509,1.46
1388689,1.47
1394578,1.48
1420632,1.49
1434802,1.5
1439858,1.51
1440129,1.52
1444544,1.53
1451419,1.54
1463835,1.55
1482172,1.56
1502779,1.57
1515201,1.58
1522291,1.59
1523056,1.6
1526771,1.61
1541874,1.62
1545193,1.63
1548506,1.64
1559002,1.65
1562292,1.66
1582827,1.67
1600135,1.68
1606731,1.69
1608544,1.7
1614368,1.71
1615813,1.72
1657799,1.73
1658804,1.74
1659877,1.75
1684277,1.76
1689799,1.77
1697305,1.78
1697336,1.79
1707230,1.8
1707567,1.81
1709500,1.82
1727674,1.83
1729808,1.84
1730308,1.85
1730463,1.86
1763043,1.87
1766575,1.88
1775217,1.89
1775844,1.9
1806176,1.91
1813986,1.92
1824271,1.93
1842119,1.94
1855275,1.95
1869113,1.96
1877348,1.97
1880261,1.98
1882432,1.99
1891382,2.0
1907022,2.01
1908107,2.02
1912097,2.03
1914159,2.04
1919704,2.05
1921800,2.06
1955592,2.07
1974105,2.08
1982023,2.09
1996342,2.1
2001118,2.11
2006606,2.12
2012367,2.13
2012679,2.14
2017649,2.15
2060900,2.16
2069790,2.17
2103147,2.18
2109194,2.19
2110996,2.2
2111853,2.21
2132992,2.22
2148684,2.23
2156327,2.24
2156360,2.25
2177957,2.26
2195458,2.27
2195930,2.28
2197865,2.29
2203426,2.3
2209134,2.31
2212333,2.32
2213370,2.33
2217592,2.34
2243250,2.35
2251491,2.36
2260829,2.37
2260891,2.38
2261899,2.39
2264284,2.4
2269827,2.41
2272604,2.42
2291765,2.43
2292928,2.44
2309411,2.45
2311400,2.46
2324749,2.47
2340377,2.48
2340587,2.49
2349140,2.5
2351544,2.51
2375808,2.52
2378382,2.53
2386390,2.54
2394192,2.55
2423721,2.56
2428214,2.57
2437602,2.58
2443683,2.59
2451528,2.6
2469452,2.61
2473961,2.62
2479960,2.63
2490148,2.64
2503337,2.65
2513968,2.66
2527374,2.67
2539359,2.68
2563561,2.69
2565204,2.7
2566581,2.71
2568666,2.72
2571934,2.73
2579418,2.74
2587807,2.75
2594331,2.76
2604716,2.77
2611731,2.78
2614136,2.79
2617048,2.8
2626997,2.81
2629977,2.82
2647318,2.83
2656141,2.84
2659839,2.85
2661140,2.86
2673493,2.87
2682725,2.88
2689185,2.89
2696210,2.9
2710683,2.91
2715080,2.92
2719271,2.93
2723720,2.94
2739339,2.95
2747621,2.96
2773522,2.97
2775701,2.98
2784799,2.99
2824414,3.0
2845526,3.01
2859390,3.02
2879187,3.03
2879950,3.04
2884498,3.05
2885715,3.06
2918152,3.07
2923788,3.08
2953299,3.09
2965812,3.1
2969442,3.11
2981216,3.12
3004098,3.13
3022936,3.14
3024991,3.15
3041771,3.16
3067355,3.17
3090768,3.18
3179719,3.19
3204290,3.2
3209310,3.21
3216756,3.22
3227021,3.23
3237667,3.24
3268233,3.25
3285611,3.26
3292352,3.27
3303040,3.28
3326731,3.29
3334170,3.3
3334858,3.31
3349350,3.32
3350845,3.33
3358029,3.34
3370671,3.35
3371431,3.36
3381548,3.37
3385594,3.38
3395146,3.39
3398501,3.4
3399364,3.41
3401340,3.42
3408158,3.43
3425703,3.44
3428680,3.45
3429203,3.46
3429314,3.47
3447301,3.48
3456596,3.49
3474476,3.5
3476238,3.51
3491026,3.52
3520259,3.53
3527546,3.54
3534742,3.55
3551967,3.56
3555932,3.57
3568378,3.58
3586762,3.59
3647719,3.6
3685519,3.61
3686390,3.62
3687449,3.63
3697418,3.64
3700411,3.65
3720775,3.66
3742402,3.67
3753936,3.68
3765429,3.69
3802743,3.7
3807575,3.71
3814925,3.72
3831123,3.73
3833873,3.74
3840841,3.75
3851487,3.76
3864334,3.77
3883389,3.78
3884612,3.79
3894591,3.8
3905792,3.81
3906615,3.82
3907535,3.83
3922934,3.84
3926307,3.85
3927951,3.86
3928731,3.87
3949206,3.88
3952012,3.89
3966443,3.9
3991811,3.91
3994884,3.92
4003374,3.93
4015477,3.94
4030208,3.95
4033493,3.96
4041732,3.97
4042056,3.98
4051555,3.99
4093185,4.0
4096860,4.01
4111578,4.02
4128567,4.03
4129062,4.04
4134578,4.05
4137618,4.06
4142640,4.07
4148351,4.08
4159229,4.09
4170540,4.1
4171361,4.11
4216612,4.12
4223675,4.13
4242592,4.14
4243769,4.15
4252521,4.16
4254326,4.17
4256034,4.18
4272468,4.19
4288046,4.2
4297463,4.21
4304409,4.22
4304567,4.23
4306445,4.24
4311819,4.25
4313919,4.26
4333464,4.27
4339057,4.28
4347002,4.29
4350040,4.3
4373297,4.31
4411402,4.32
4413773,4.33
4416946,4.34
4417869,4.35
4424818,4.36
4437387,4.37
4439202,4.38
4445526,4.39
4447076,4.4
4449233,4.41
4456199,4.42
4461913,4.43
4474190,4.44
4479021,4.45
4488012,4.46
4498435,4.47
4506823,4.48
4512486,4.49
4516638,4.5
4518683,4.51
4520334,4.52
4523949,4.53
4536191,4.54
4548848,4.55
4552367,4.56
4578068,4.57
4585315,4.58
4606530,4.59
4608529,4.6
4634720,4.61
4644746,4.62
4653432,4.63
4655722,4.64
4667075,4.65
4669312,4.66
4672560,4.67
4672990,4.68
4674377,4.69
4676306,4.7
4689439,4.71
4702307,4.72
4702470,4.73
4720465,4.74
4724834,4.75
4763852,4.76
4765337,4.77
4779558,4.78
4823860,4.79
4829989,4.8
4833101,4.81
4857460,4.82
4874122,4.83
4911388,4.84
4931411,4.85
4963081,4.86
4968494,4.87
4977740,4.88
4981106,4.89
4981131,4.9
4985897,4.91
5011771,4.92
5020835,4.93
5061818,4.94
5065322,4.95
5107533,4.96
5108018,4.97
5111540,4.98
5120877,4.99
5128850,5.0
5134199,5.01
5137696,5.02
5153847,5.03
5158668,5.04
5160989,5.05
5177647,5.06
5180098,5.07
5185197,5.08
5216366,5.09
5216526,5.1
5218514,5.11
5219246,5.12
5242196,5.13
5258593,5.14
5259809,5.15
5278793,5.16
5283075,5.17
5298965,5.18
5299302,5.19
5358475,5.2
5363345,5.21
5367542,5.22
5369126,5.23
5370734,5.24
5371468,5.25
5384578,5.26
5387426,5.27
5391487,5.28
5392931,5.29
5406124,5.3
5417244,5.31
5450530,5.32
5467664,5.33
5470992,5.34
5473046,5.35
5493118,5.36
5495857,5.37
5524282,5.38
5538878,5.39
5540466,5.4
5543182,5.41
5543965,5.42
5560364,5.43
5568073,5.44
5574164,5.45
5587969,5.46
5601691,5.47
5606775,5.48
5609694,5.49
5620857,5.5
5632408,5.51
5653134,5.52
5660552,5.53
5672381,5.54
5677292,5.55
5683847,5.56
5684227,5.57
5694525,5.58
5695657,5.59
5706500,5.6
5715489,5.61
5741840,5.62
5748372,5.63
5754113,5.64
5772915,5.65
5783608,5.66
5806972,5.67
5821658,5.68
5824402,5.69
5841015,5.7
5849633,5.71
5858037,5.72
5869181,5.73
5878999,5.74
5902728,5.75
5908325,5.76
5909939,5.77
5945537,5.78
5950950,5.79
5956401,5.8
5957608,5.81
5962462,5.82
5977266,5.83
6010952,5.84
6035280,5.85
6061079,5.86
6061196,5.87
6077857,5.88
6083796,5.89
6084103,5.9
6098350,5.91
6100431,5.92
6119219,5.93
6124794,5.94
6135433,5.95
6143910,5.96
6154212,5.97
6166151,5.98
6169340,5.99
6170628,6.0
6178718,6.01
6214813,6.02
6216729,6.03
6224635,6.04
6226256,6.05
6233497,6.06
6255252,6.07
6257366,6.08
6262132,6.09
6286691,6.1
6296986,6.11
6300649,6.12
6307140,6.13
6321607,6.14
6324019,6.15
6331846,6.16
6340203,6.17
6379119,6.18
6382827,6.19
6386336,6.2
6411849,6.21
6416438,6.22
6442381,6.23
6443925,6.24
6454398,6.25
6459321,6.26
6481682,6.27
6482290,6.28
6489830,6.29
6502149,6.3
6514759,6.31
6551675,6.32
6555948,6.33
6556282,6.34
6559065,6.35
6577365,6.36
6589701,6.37
6604509,6.38
6616359,6.39
6617446,6.4
6630916,6.41
6632506,6.42
6647648,6.43
6658152,6.44
6659344,6.45
6669486,6.46
6669589,6.47
6683786,6.48
6685204,6.49
6692426,6.5
6704042,6.51
6707388,6.52
6713206,6.53
6741026,6.54
6752711,6.55
6755337,6.56
6757177,6.57
6757244,6.58
6764037,6.59
6764420,6.6
6775094,6.61
6776727,6.62
6784221,6.63
6803154,6.64
6807417,6.65
6850994,6.66
6871778,6.67
6876841,6.68
6888197,6.69
6902344,6.7
6906051,6.71
6911814,6.72
6926149,6.73
6933473,6.74
6962632,6.75
6980168,6.76
7013996,6.77
7034865,6.78
7044895,6.79
7047050,6.8
7050608,6.81
7080331,6.82
7106024,6.83
7126529,6.84
7143106,6.85
7146303,6.86
7153853,6.87
7164721,6.88
7169838,6.89
7177164,6.9
7234814,6.91
7242130,6.92
7242803,6.93
7245899,6.94
7253781,6.95
7280183,6.96
7285766,6.97
7305077,6.98
7306917,6.99
7331978,7.0
7332274,7.01
7333623,7.02
7344063,7.03
7360269,7.04
7371627,7.05
7379822,7.06
7402346,7.07
7435581,7.08
7442216,7.09
7445319,7.1
7446271,7.11
7456047,7.12
7465051,7.13
7469264,7.14
7488220,7.15
7494833,7.16
7497251,7.17
7497819,7.18
7505934,7.19
7517320,7.2
7522932,7.21
7542904,7.22
7553527,7.23
7569463,7.24
7576291,7.25
7579574,7.26
7595701,7.27
7612557,7.28
7616976,7.29
7619684,7.3
7627692,7.31
7629553,7.32
7637282,7.33
7637695,7.34
7646550,7.35
7648637,7.36
7653240,7.37
7656185,7.38
7664262,7.39
7669351,7.4
7699156,7.41
7726554,7.42
7731073,7.43
7732312,7.44
7745200,7.45
7754702,7.46
7761168,7.47
7762239,7.48
7762857,7.49
7767720,7.5
7780270,7.51
7792045,7.52
7793072,7.53
7811334,7.54
7840153,7.55
7857589,7.56
7873538,7.57
7884029,7.58
7891012,7.59
7892628,7.6
7899511,7.61
7911287,7.62
7923591,7.63
7926828,7.64
7937227,7.65
7939849,7.66
7945813,7.67
7946196,7.68
7983486,7.69
7986413,7.7
8039190,7.71
8060665,7.72
8063801,7.73
8071499,7.74
8075383,7.75
8079027,7.76
8079132,7.77
8079241,7.78
8082147,7.79
8084547,7.8
8084603,7.81
8101991,7.82
8107262,7.83
8124675,7.84
8126263,7.85
8148943,7.86
8149172,7.87
8156955,7.88
8184512,7.89
8187477,7.9
8191196,7.91
8209022,7.92
8216768,7.93
8229323,7.94
8242230,7.95
8250727,7.96
8267565,7.97
8273675,7.98
8275613,7.99
8279945,8.0
8282807,8.01
8287565,8.02
8293158,8.03
8300697,8.04
8306705,8.05
8323107,8.06
8336292,8.07
8337052,8.08
8338891,8.09
8345064,8.1
8347027,8.11
8351386,8.12
8351873,8.13
8379350,8.14
8401552,8.15
8410046,8.16
8413742,8.17
8435059,8.18
8455171,8.19
8459265,8.2
8464760,8.21
8469561,8.22
8481452,8.23
8484515,8.24
8486136,8.25
8490187,8.26
8508967,8.27
8514592,8.28
8522312,8.29
8539123,8.3
8542704,8.31
8571412,8.32
8574516,8.33
8588036,8.34
8590186,8.35
8595346,8.36
8596850,8.37
8616988,8.38
8619560,8.39
8634953,8.4
8635658,8.41
8637141,8.42
8673592,8.43
8696664,8.44
8699618,8.45
8733357,8.46
8738663,8.47
8751648,8.48
8760986,8.49
8762756,8.5
8769907,8.51
8770460,8.52
8794987,8.53
8795293,8.54
8802344,8.55
8806132,8.56
8808843,8.57
8837935,8.58
8838357,8.59
8849350,8.6
8854769,8.61
8855442,8.62
8858287,8.63
8897108,8.64
8904604,8.65
8905409,8.66
8910342,8.67
8922717,8.68
